Id,source,SalePrice,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,Functional,GarageArea,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,Bath
1530,test,NA,3,3,Wd Sdng,Wd Sdng,0,3,1,CBlock,6,-0.152662177,2,3,Attchd,1963,-0.208990477,1
1531,test,NA,3,3,Wd Sdng,Wd Sdng,0,4,2,PConc,5,-1.081348605,1,3,Basment,1900,0.678271795,1
1532,test,NA,3,3,Wd Sdng,Wd Sdng,3,4,1,PConc,7,-2.195772319,0,0,NoGarage,1894,-1.116013601,1
1533,test,NA,3,3,MetalSd,MetalSd,0,0,0,CBlock,7,0.36275879,1,3,Detchd,1957,-0.303842568,1
1534,test,NA,3,3,MetalSd,MetalSd,0,0,0,PConc,7,-1.081348605,1,2,Detchd,1938,-0.493546751,1
1535,test,NA,4,3,VinylSd,VinylSd,0,4,1,BrkTil,7,-1.081348605,1,3,Detchd,1948,0.26131781,1
1536,test,NA,3,3,MetalSd,MetalSd,0,0,0,BrkTil,7,-0.733091195,1,3,Detchd,1962,-0.505403263,1
1537,test,NA,2,3,AsbShng,AsbShng,0,4,1,BrkTil,7,1.42610475,1,2,Detchd,1928,-1.321526466,1
1538,test,NA,4,4,Wd Sdng,Wd Sdng,0,0,0,BrkTil,7,-0.858463863,1,3,Detchd,1930,0.128920099,2
1539,test,NA,4,4,Wd Sdng,Wd Sdng,0,0,0,Stone,7,0.701729336,1,3,Detchd,2003,1.516131936,3
1540,test,NA,2,3,MetalSd,MetalSd,0,0,0,BrkTil,7,-2.195772319,0,0,NoGarage,1894,1.492418913,2
1541,test,NA,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,6,0.701729336,1,3,Detchd,1970,-0.060784084,1.5
1542,test,NA,4,3,MetalSd,MetalSd,3,0,0,CBlock,7,-0.510206452,1,3,Detchd,1950,0.21982002,1.5
1543,test,NA,3,3,Wd Sdng,Wd Sdng,0,4,1,BrkTil,7,-0.733091195,1,3,Detchd,1928,1.120914888,1.5
1544,test,NA,3,3,MetalSd,MetalSd,3,0,0,BrkTil,7,-1.267085891,1,2,Detchd,1926,-1.453924177,1
1545,test,NA,3,3,MetalSd,MetalSd,3,0,0,BrkTil,7,-1.081348605,1,3,Detchd,1939,-0.728700895,1
1546,test,NA,4,3,MetalSd,MetalSd,0,4,2,CBlock,7,0.478844594,1,3,Detchd,1973,-0.602231439,1.5
1547,test,NA,3,3,MetalSd,MetalSd,0,2,2,CBlock,5,-1.081348605,1,3,Detchd,1942,-0.094377533,1.5
1548,test,NA,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,7,-0.747021491,1,3,Detchd,1948,-0.167492687,1.5
1549,test,NA,3,3,VinylSd,VinylSd,0,0,0,CBlock,7,0.701729336,3,3,Detchd,1979,-0.910500736,1
1550,test,NA,3,3,MetalSd,MetalSd,3,4,1,BrkTil,7,0.033075108,1,3,Detchd,1930,0.069637542,2
1551,test,NA,3,3,Wd Sdng,Wd Sdng,0,4,1,BrkTil,7,-0.858463863,1,3,Detchd,1923,-0.85517035,1
1552,test,NA,2,3,MetalSd,MetalSd,4,3,1,CBlock,7,0.460270865,1,3,Detchd,1915,0.911449853,1.5
1553,test,NA,4,4,Wd Sdng,Wd Sdng,0,0,0,PConc,7,-2.195772319,0,0,NoGarage,1894,0.117063587,1.5
1554,test,NA,4,3,VinylSd,VinylSd,4,0,0,BrkTil,7,-1.359954534,1,3,Detchd,1920,-0.349292529,1
1555,test,NA,3,3,HdBoard,HdBoard,0,4,2,CBlock,7,-0.500919588,1,3,Attchd,1959,0.34431339,2
1556,test,NA,3,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,4,-1.359954534,1,2,Detchd,1917,-0.546901053,1.5
1557,test,NA,2,2,Wd Sdng,Wd Shng,0,0,0,BrkTil,7,-2.195772319,0,0,NoGarage,1894,-0.214918733,1
1558,test,NA,3,3,VinylSd,VinylSd,3,0,0,CBlock,7,-1.123139495,1,3,Detchd,1940,-1.14960705,1
1559,test,NA,3,3,Wd Sdng,Stucco,0,0,0,CBlock,7,-2.195772319,0,0,NoGarage,1894,0.757315205,1.5
1560,test,NA,4,3,Wd Sdng,Wd Sdng,0,4,1,BrkTil,7,-0.106227856,1,3,Detchd,1910,0.354193816,2
1561,test,NA,2,2,Plywood,Plywood,0,0,0,CBlock,7,-2.195772319,0,0,NoGarage,1894,0.654558772,2
1562,test,NA,3,3,HdBoard,HdBoard,0,0,0,CBlock,7,-0.264104549,1,3,Detchd,1966,-1.202961352,1
1563,test,NA,3,3,HdBoard,HdBoard,0,0,0,CBlock,7,-0.89561132,1,3,Detchd,1969,-1.258291738,1
1564,test,NA,3,3,Plywood,Plywood,0,3,2,CBlock,7,0.548496076,3,3,Attchd,1978,-0.252464352,1
1565,test,NA,4,3,HdBoard,HdBoard,3,3,2,CBlock,7,0.033075108,1,3,Attchd,1968,-0.120066641,1.5
1566,test,NA,4,4,Wd Sdng,Wd Sdng,0,3,2,CBlock,7,1.008195858,2,3,Attchd,1977,-0.035094976,1.5
1567,test,NA,3,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,7,-0.152662177,1,3,Detchd,1945,-1.471708944,1
1568,test,NA,3,3,VinylSd,VinylSd,0,3,1,PConc,7,0.228099258,3,3,Attchd,1978,0.948995473,2.5
1569,test,NA,3,3,Wd Sdng,Wd Sdng,0,4,1,CBlock,7,0.033075108,2,3,Attchd,1938,0.215867849,2
1570,test,NA,3,3,Wd Sdng,Plywood,3,3,1,CBlock,7,-0.02728951,1,3,Attchd,1987,-0.843313838,1
1571,test,NA,3,3,WdShing,Wd Shng,3,3,1,CBlock,7,-1.225295002,1,2,Detchd,1947,0.059757115,1
1572,test,NA,3,3,WdShing,Wd Shng,0,0,0,CBlock,7,-0.496276156,3,3,Attchd,1954,-0.649657485,1
1573,test,NA,3,4,VinylSd,VinylSd,0,3,2,PConc,7,0.460270865,2,3,Attchd,2009,0.014307155,1
1574,test,NA,2,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,7,0.14451748,1,3,Detchd,1964,-0.400670745,2
1575,test,NA,3,4,Plywood,Plywood,3,3,2,CBlock,7,0.255959851,2,4,Attchd,1987,-0.133899238,1.5
1576,test,NA,4,4,VinylSd,VinylSd,0,4,1,PConc,7,2.526598167,2,3,2Types,2000,0.595276215,2.5
1577,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.659938447,2,3,Attchd,2009,-0.550853223,2
1578,test,NA,3,3,Wd Sdng,Plywood,0,0,0,PConc,7,0.051648837,1,3,Detchd,1957,-0.110186215,2
1579,test,NA,4,3,VinylSd,VinylSd,4,0,0,PConc,7,0.497418322,1,4,Attchd,1998,-1.058707129,1
1580,test,NA,3,3,VinylSd,VinylSd,0,3,1,PConc,7,0.186308369,2,3,Attchd,1997,0.377906839,2.5
1581,test,NA,4,4,CemntBd,CmentBd,3,0,0,CBlock,7,-0.76559522,1,3,Attchd,1977,-0.93816593,1.5
1582,test,NA,3,3,Wd Sdng,Wd Sdng,3,0,0,CBlock,7,0.051648837,1,3,Detchd,1977,-1.234578716,1
1583,test,NA,3,4,CemntBd,CmentBd,0,4,1,PConc,7,1.751145,2,3,Attchd,2003,0.943067217,2.5
1584,test,NA,3,4,VinylSd,VinylSd,0,3,1,PConc,7,0.68779904,3,3,Attchd,1997,1.180197445,2.5
1585,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,-0.24553082,3,3,Attchd,2003,-1.289909102,1
1586,test,NA,4,3,VinylSd,VinylSd,0,0,0,CBlock,6,-1.081348605,1,3,Detchd,1945,-1.700934832,1
1587,test,NA,4,3,VinylSd,VinylSd,3,0,0,CBlock,7,-0.714517466,1,3,Detchd,1954,-1.005352828,1
1588,test,NA,3,3,MetalSd,MetalSd,3,0,0,CBlock,7,-0.63557912,2,3,Attchd,1968,-0.602231439,1
1589,test,NA,3,3,VinylSd,VinylSd,0,0,0,CBlock,7,0.033075108,1,3,Detchd,1956,-0.752413917,1
1590,test,NA,3,3,Plywood,Plywood,0,2,1,CBlock,7,-0.561284206,1,3,Detchd,1975,-0.799839963,1
1591,test,NA,3,3,WdShing,Wd Shng,3,0,0,CBlock,7,-2.195772319,0,0,NoGarage,1894,-1.068587556,1
1592,test,NA,3,3,MetalSd,VinylSd,3,4,1,BrkTil,7,-0.988479963,1,3,Detchd,1979,-0.404622915,2
1593,test,NA,3,3,Wd Sdng,Wd Sdng,0,4,1,CBlock,7,-0.343042895,1,3,Detchd,1939,-1.27410042,1
1594,test,NA,3,3,Plywood,CBlock,0,0,0,Slab,5,-2.195772319,0,0,NoGarage,1894,2.270996497,3
1595,test,NA,3,3,VinylSd,VinylSd,0,4,1,PConc,7,-2.195772319,0,0,NoGarage,1894,0.326528623,1
1596,test,NA,4,4,Wd Sdng,Wd Sdng,0,3,2,BrkTil,7,-0.747021491,1,3,Attchd,1941,1.249360429,1.5
1597,test,NA,4,3,VinylSd,VinylSd,0,0,0,CBlock,7,0.051648837,1,3,Detchd,1950,1.336308179,2.5
1598,test,NA,3,3,VinylSd,VinylSd,0,0,0,PConc,7,0.000571083,2,3,BuiltIn,1994,0.298863429,2.5
1599,test,NA,3,4,HdBoard,HdBoard,0,3,1,CBlock,7,0.581000101,3,3,Attchd,1989,-0.922357248,1
1600,test,NA,3,4,HdBoard,HdBoard,0,3,1,CBlock,7,0.269890147,1,3,Attchd,1989,-0.612111865,2
1601,test,NA,3,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,7,-1.267085891,1,2,Detchd,1951,-1.898543356,1
1602,test,NA,3,3,Wd Sdng,Wd Sdng,3,0,0,BrkTil,7,0.706372769,1,3,Detchd,1950,-0.778103025,1
1603,test,NA,2,2,Wd Sdng,Wd Sdng,0,0,0,CBlock,7,-0.663439713,2,3,Detchd,1896,-1.084396237,1
1604,test,NA,3,4,CemntBd,CmentBd,0,4,1,PConc,7,0.242029555,3,3,Attchd,2004,0.287006918,2
1605,test,NA,3,4,VinylSd,VinylSd,0,3,1,PConc,7,1.245010897,1,3,Attchd,1998,0.820549932,2.5
1606,test,NA,3,3,Plywood,Plywood,4,2,1,CBlock,7,0.000571083,1,3,Attchd,1977,-0.426359853,2
1607,test,NA,3,3,Plywood,Plywood,0,0,0,CBlock,7,1.407531022,1,3,2Types,1976,1.081393184,3
1608,test,NA,3,4,VinylSd,VinylSd,0,3,1,PConc,7,0.868892893,3,3,Attchd,2008,-0.305818654,2
1609,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.218812394,2,3,Attchd,2010,-0.566661905,2
1610,test,NA,3,3,VinylSd,VinylSd,0,0,0,PConc,7,-0.338399463,3,3,BuiltIn,2007,-0.1121623,2.5
1611,test,NA,3,3,Plywood,HdBoard,0,3,1,CBlock,7,0.255959851,1,3,Attchd,1965,-0.467857643,1
1612,test,NA,3,3,VinylSd,VinylSd,0,0,0,PConc,7,0.701729336,2,3,Attchd,2004,-0.139827494,2
1613,test,NA,3,3,VinylSd,VinylSd,0,4,1,PConc,7,0.989622129,1,3,Attchd,2001,-0.309770824,2
1614,test,NA,3,3,CemntBd,CmentBd,0,1,1,CBlock,7,-1.020983988,2,3,Attchd,1973,-1.098228834,1
1615,test,NA,3,3,CemntBd,CmentBd,0,0,0,CBlock,7,-2.195772319,0,0,NoGarage,1894,-0.807744304,1.5
1616,test,NA,3,3,CemntBd,CmentBd,0,0,0,CBlock,7,-2.195772319,0,0,NoGarage,1894,-0.807744304,1.5
1617,test,NA,3,3,CemntBd,CmentBd,0,0,0,CBlock,7,-0.867750727,1,3,Attchd,1972,-0.807744304,1.5
1618,test,NA,4,3,VinylSd,VinylSd,0,0,0,CBlock,7,-0.561284206,1,3,Detchd,1971,-1.238530886,1
1619,test,NA,3,3,VinylSd,VinylSd,3,0,0,CBlock,7,0.10272659,1,3,Attchd,1984,-1.319550381,1
1620,test,NA,1,3,HdBoard,HdBoard,0,0,0,PConc,7,0.664581879,1,3,Attchd,1985,1.840209915,5
1621,test,NA,3,3,HdBoard,HdBoard,2,0,0,PConc,7,0.478844594,1,3,Detchd,1993,-0.448096791,1.5
1622,test,NA,3,3,HdBoard,HdBoard,0,0,0,CBlock,7,-0.91882848,3,3,Attchd,1969,-0.042999317,2
1623,test,NA,4,4,VinylSd,VinylSd,2,3,2,PConc,7,0.042361973,1,3,Attchd,1994,0.5972523,2.5
1624,test,NA,4,4,VinylSd,VinylSd,0,2,1,PConc,7,0.664581879,3,3,Attchd,1993,0.585395789,2.5
1625,test,NA,3,3,MetalSd,MetalSd,0,0,0,CBlock,7,0.135230615,1,3,Attchd,1956,-1.222722204,1
1626,test,NA,3,3,Plywood,Plywood,0,4,1,CBlock,7,0.255959851,2,3,Attchd,1974,-0.131923153,2
1627,test,NA,3,3,VinylSd,VinylSd,0,3,1,PConc,7,-0.013359213,3,3,Attchd,1997,0.211915679,2.5
1628,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.738876794,3,3,BuiltIn,2003,1.545773215,2.5
1629,test,NA,3,3,HdBoard,HdBoard,0,3,1,PConc,7,-0.384833784,3,3,BuiltIn,1996,0.251437384,2.5
1630,test,NA,3,4,CemntBd,CmentBd,0,4,1,PConc,7,0.423123408,3,3,Attchd,2004,2.018057586,2
1631,test,NA,3,3,CemntBd,CmentBd,0,0,0,PConc,7,0.10272659,3,3,Attchd,1998,-0.044975402,2
1632,test,NA,3,4,CemntBd,CmentBd,0,0,0,PConc,7,0.255959851,2,3,Attchd,1995,0.460902419,2
1633,test,NA,3,4,VinylSd,VinylSd,0,3,1,PConc,7,-0.356973191,3,3,BuiltIn,1998,-0.234679585,2.5
1634,test,NA,3,4,VinylSd,VinylSd,0,3,1,PConc,7,-0.152662177,3,3,Attchd,1998,0.267246065,2.5
1635,test,NA,3,3,HdBoard,HdBoard,0,3,1,PConc,7,-0.296608574,3,3,Attchd,1994,0.030115837,2.5
1636,test,NA,3,3,HdBoard,HdBoard,0,3,1,PConc,7,-0.199096499,1,3,Attchd,1993,-0.614087951,2
1637,test,NA,3,3,HdBoard,Wd Sdng,0,3,1,PConc,7,0.437053704,1,3,Attchd,1977,0.856119466,2.5
1638,test,NA,3,3,HdBoard,HdBoard,0,3,1,CBlock,7,0.260603283,2,3,Attchd,1978,1.085345354,2.5
1639,test,NA,3,3,VinylSd,VinylSd,0,3,1,PConc,7,0.051648837,2,3,Attchd,1978,0.336409049,2
1640,test,NA,3,3,Plywood,Plywood,0,3,1,CBlock,7,-0.148018745,2,3,BuiltIn,1980,2.316446457,2.5
1641,test,NA,3,3,HdBoard,HdBoard,0,3,1,PConc,7,0.028431676,3,3,Attchd,1978,0.407548117,2
1642,test,NA,3,4,CemntBd,CmentBd,0,5,1,PConc,7,0.502061754,2,3,Attchd,2003,0.757315205,2.5
1643,test,NA,3,4,VinylSd,VinylSd,0,3,1,PConc,7,0.534565779,3,3,Attchd,2000,0.737554352,2.5
1644,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.42776684,2,3,Attchd,2002,0.613060982,2.5
1645,test,NA,3,3,HdBoard,HdBoard,0,2,2,CBlock,7,0.023788244,2,3,Attchd,1975,0.237604787,2
1646,test,NA,3,3,Plywood,Plywood,2,3,1,CBlock,7,0.255959851,2,3,Attchd,1974,-0.760318258,2
1647,test,NA,3,3,Plywood,Plywood,0,3,1,CBlock,7,0.153804344,1,3,Attchd,1975,-0.608159695,2
1648,test,NA,3,3,HdBoard,HdBoard,0,0,0,CBlock,7,0.019144812,2,3,Attchd,1970,-0.633848803,1.5
1649,test,NA,3,3,Plywood,Plywood,0,0,0,CBlock,7,-0.63557912,1,3,Attchd,1971,-0.890739884,1.5
1650,test,NA,3,3,VinylSd,VinylSd,4,0,0,CBlock,7,0.478844594,1,3,Detchd,2001,-1.258291738,1
1651,test,NA,4,3,VinylSd,VinylSd,2,0,0,CBlock,7,0.478844594,1,3,Detchd,1986,-1.258291738,1
1652,test,NA,3,3,HdBoard,HdBoard,0,0,0,CBlock,7,-0.969906234,1,3,Detchd,1973,-1.015233254,1.5
1653,test,NA,3,3,HdBoard,HdBoard,0,0,0,CBlock,7,-0.858463863,1,3,Detchd,1972,-1.015233254,1.5
1654,test,NA,3,3,Plywood,Brk Cmn,0,3,1,CBlock,7,-0.152662177,2,3,Detchd,1976,0.093350565,2.5
1655,test,NA,3,3,Plywood,Brk Cmn,0,2,1,CBlock,7,-0.152662177,2,3,Attchd,1975,-0.880859458,2
1656,test,NA,3,3,Plywood,Brk Cmn,0,3,1,CBlock,7,-0.152662177,1,3,Attchd,1977,-0.088449277,2.5
1657,test,NA,3,3,Plywood,Brk Cmn,0,3,1,CBlock,7,-0.152662177,1,3,Detchd,1978,0.093350565,2.5
1658,test,NA,3,4,Plywood,Brk Cmn,0,3,1,CBlock,7,-0.152662177,3,3,Attchd,1978,-0.088449277,2.5
1659,test,NA,3,3,Plywood,Brk Cmn,0,0,0,CBlock,7,-0.593788231,1,3,Attchd,1976,-1.313622125,1
1660,test,NA,3,4,HdBoard,HdBoard,0,3,1,PConc,7,0.850319165,2,3,Attchd,1966,-0.752413917,1
1661,test,NA,3,5,VinylSd,VinylSd,0,4,3,PConc,7,1.305375515,3,3,BuiltIn,2007,2.512078896,3.5
1662,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.81615305,2,3,Attchd,2009,2.350039906,2.5
1663,test,NA,3,5,VinylSd,VinylSd,0,4,1,PConc,7,1.964742879,2,3,Attchd,2008,1.026062797,2
1664,test,NA,3,5,VinylSd,VinylSd,0,4,2,PConc,7,1.342522972,3,3,Attchd,2007,2.318422543,2.5
1665,test,NA,3,5,VinylSd,VinylSd,0,4,1,PConc,7,1.676850086,2,3,Attchd,2008,0.464854589,2
1666,test,NA,3,4,VinylSd,VinylSd,0,4,2,PConc,7,2.131906436,3,3,Attchd,2004,0.55575451,2
1667,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.776024251,3,3,BuiltIn,2007,2.014105416,2.5
1668,test,NA,3,5,VinylSd,VinylSd,0,4,1,PConc,7,2.108689275,2,3,Attchd,2008,0.478687186,2
1669,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.054630179,3,3,Attchd,2006,0.059757115,2
1670,test,NA,3,5,VinylSd,VinylSd,0,4,1,PConc,7,1.751145,3,3,Attchd,2008,0.607132726,2
1671,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.511348619,3,3,Attchd,2003,0.512280635,2
1672,test,NA,3,4,VinylSd,VinylSd,3,4,1,PConc,7,1.918308557,3,3,Attchd,2003,1.87973162,2
1673,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.193933143,3,3,BuiltIn,2003,1.776975187,3.5
1674,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.848657075,2,3,Attchd,2006,0.207963508,2
1675,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.051648837,2,3,Attchd,2005,-0.282105631,2
1676,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.701729336,2,3,Attchd,2005,-0.384862063,2
1677,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.051648837,2,3,Attchd,2008,-0.282105631,2
1678,test,NA,3,5,CemntBd,CmentBd,0,5,1,PConc,7,2.210844782,3,3,Attchd,2004,1.958775029,2.5
1679,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.984978697,3,3,Attchd,2003,1.38175814,2.5
1680,test,NA,3,5,MetalSd,MetalSd,0,4,1,PConc,7,0.81781514,3,3,Attchd,2008,0.757315205,2
1681,test,NA,3,5,VinylSd,VinylSd,0,4,1,PConc,7,0.307037605,2,3,Attchd,2008,-0.088449277,2
1682,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.059273611,2,3,Attchd,2002,0.417428544,2
1683,test,NA,3,4,VinylSd,VinylSd,0,3,1,PConc,7,0.023788244,2,3,Attchd,2003,-0.189229625,2
1684,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,-0.384833784,3,3,Attchd,2005,-0.088449277,2.5
1685,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,-0.37554692,3,3,Attchd,2005,-0.021262379,2.5
1686,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,-0.352329759,3,3,Attchd,2005,-0.554805394,2
1687,test,NA,3,4,WdShing,Wd Shng,0,4,1,PConc,7,-0.338399463,3,3,BuiltIn,2004,-0.250488267,2.5
1688,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,-0.171235906,3,3,BuiltIn,2004,0.255389554,2.5
1689,test,NA,3,4,VinylSd,VinylSd,3,4,1,PConc,7,-0.18052277,3,3,Attchd,2004,0.184250485,2.5
1690,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,-0.338399463,3,3,Attchd,2003,-0.023238465,2.5
1691,test,NA,3,4,VinylSd,VinylSd,0,3,1,PConc,7,-0.370903488,3,3,Attchd,2003,-0.313722995,2.5
1692,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.794597979,3,3,BuiltIn,2002,0.994445433,2.5
1693,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,-0.338399463,3,3,BuiltIn,2004,-0.250488267,2.5
1694,test,NA,3,3,VinylSd,VinylSd,0,3,1,PConc,7,-0.366260056,3,3,Attchd,2000,0.026163666,2.5
1695,test,NA,3,3,VinylSd,VinylSd,0,3,1,PConc,7,-0.338399463,2,3,BuiltIn,1999,-0.139827494,2.5
1696,test,NA,3,4,VinylSd,VinylSd,0,3,1,PConc,7,0.859606029,3,3,BuiltIn,1999,1.603079686,2.5
1697,test,NA,3,3,VinylSd,VinylSd,0,3,1,PConc,7,-0.291965142,3,3,BuiltIn,1999,-0.139827494,2.5
1698,test,NA,3,4,VinylSd,VinylSd,0,3,2,PConc,7,1.565407715,2,3,BuiltIn,2000,2.344111651,2.5
1699,test,NA,3,4,Wd Sdng,Wd Sdng,0,4,2,PConc,7,1.588624875,3,3,Attchd,1994,1.111034462,2
1700,test,NA,3,4,VinylSd,VinylSd,0,3,1,PConc,7,0.808528276,3,3,Attchd,1995,1.107082292,2.5
1701,test,NA,3,4,HdBoard,HdBoard,0,3,1,PConc,7,0.697085904,2,3,Attchd,1993,1.444992867,2.5
1702,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,2.317643721,2,3,Attchd,2008,0.38581118,2
1703,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.175359415,3,3,Attchd,2008,0.310719941,2.5
1704,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.723284407,2,3,Attchd,2007,0.397667691,2
1705,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.088796294,3,3,Attchd,2006,-0.135875323,2
1706,test,NA,3,5,VinylSd,VinylSd,4,4,2,PConc,7,1.495756232,3,3,Attchd,2005,1.954822859,2
1707,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.260603283,3,3,Attchd,2008,-0.127970982,2
1708,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.706372769,2,3,Attchd,2008,-0.19515788,2
1709,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,2.373364907,2,3,Attchd,2008,0.05778103,2
1710,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.017482722,2,3,Attchd,2006,-0.104257959,2
1711,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.435391615,3,3,Attchd,2006,0.581443618,2.5
1712,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.204882097,3,3,Attchd,2009,0.662463113,2
1713,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.105707933,2,3,Attchd,2006,0.318624282,2
1714,test,NA,3,4,VinylSd,Wd Shng,0,0,0,PConc,7,0.534565779,2,3,Attchd,2003,0.103230991,2
1715,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.720303065,2,3,Attchd,2003,0.300839515,2.5
1716,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.478844594,2,3,Detchd,2007,-0.558757564,1.5
1717,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.051648837,2,3,Detchd,2006,-0.710916127,1.5
1718,test,NA,3,3,VinylSd,VinylSd,0,0,0,PConc,7,-2.195772319,0,0,NoGarage,1894,-0.677322678,1.5
1719,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.023788244,2,3,BuiltIn,2004,0.615037067,2.5
1720,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,1.727927839,2,3,Attchd,2004,0.022211496,2
1721,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.478844594,1,3,Detchd,2005,-0.764270429,1.5
1722,test,NA,3,3,VinylSd,VinylSd,0,0,0,PConc,7,-2.195772319,0,0,NoGarage,1894,-0.764270429,1.5
1723,test,NA,3,3,VinylSd,VinylSd,0,0,0,PConc,7,0.478844594,1,3,Detchd,2004,-0.764270429,2
1724,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,1.463252207,2,3,Attchd,2008,-0.100305789,2
1725,test,NA,3,4,VinylSd,VinylSd,0,3,1,PConc,7,0.399906247,2,3,Attchd,1997,1.227623491,2.5
1726,test,NA,4,4,HdBoard,HdBoard,0,0,0,PConc,7,0.255959851,2,3,Attchd,1992,0.452998078,2.5
1727,test,NA,3,4,Plywood,ImStucc,0,0,0,PConc,7,0.320967901,2,3,Attchd,1990,-0.333483847,2
1728,test,NA,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.10272659,2,3,Attchd,1994,0.077541883,2.5
1729,test,NA,4,3,VinylSd,VinylSd,0,0,0,CBlock,7,-0.036576374,2,3,Attchd,1986,-0.199110051,2.5
1730,test,NA,3,3,Wd Sdng,Wd Shng,0,3,2,Slab,7,0.646008151,1,3,Attchd,1981,0.753363034,2
1731,test,NA,3,3,HdBoard,Plywood,3,0,0,CBlock,7,-0.338399463,1,3,Detchd,1969,-1.029065851,1
1732,test,NA,3,3,MetalSd,MetalSd,0,0,0,CBlock,7,1.203220008,1,3,Detchd,1982,-1.258291738,1
1733,test,NA,3,3,Wd Sdng,Plywood,0,0,0,CBlock,7,-0.152662177,1,3,Attchd,1961,-1.258291738,1
1734,test,NA,3,3,HdBoard,Plywood,3,0,0,CBlock,7,-0.858463863,1,3,Attchd,1965,-0.950022441,2
1735,test,NA,4,4,Plywood,Plywood,2,0,0,CBlock,7,-0.802742677,2,3,Attchd,1963,-1.163439647,1
1736,test,NA,3,3,VinylSd,VinylSd,0,0,0,CBlock,7,-1.02562742,1,3,Attchd,1962,-1.163439647,1
1737,test,NA,4,4,VinylSd,VinylSd,3,4,2,CBlock,3,1.81615305,2,3,Attchd,1980,1.014206285,2
1738,test,NA,4,4,VinylSd,VinylSd,4,3,1,PConc,7,0.237386122,1,3,Attchd,1991,0.502400209,2.5
1739,test,NA,3,4,MetalSd,MetalSd,0,3,1,PConc,4,1.073203908,3,3,BuiltIn,2004,2.972506756,2.5
1740,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.409193112,3,3,Attchd,2008,0.445093737,2.5
1741,test,NA,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.780667683,3,3,Attchd,2008,-0.483666325,1.5
1742,test,NA,3,4,MetalSd,MetalSd,0,0,0,PConc,7,-0.152662177,1,3,Detchd,2000,0.022211496,2.5
