Id,source,SalePrice,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
1090,train,197000.0,GasA,4,1Story,1.0,2,Lvl,Gtl,3316.0,Inside,37.0,IR1,0.0,120,FV,0,None,none,0.0,4,Somerst,0,3,4,MetalSd,MetalSd,0,4,1,PConc,1,7,550,2,3,3,3,Attchd,2005,1247,1,1247,0,0,Pave,1,TwnhsE,3,1,1039.0,0.0,6,1,1.0,0.0,4,208.0,Y,Norm,Norm,SBrkr,84,5,8,2,0,None,CompShg,Gable,Normal,WD,0,Pave,4,1247.0,AllPub,0,2005,2005,2006
1091,train,92900.0,Wall,1,1Story,2.0,1,Lvl,Gtl,8544.0,Corner,60.0,Reg,0.0,90,RL,0,None,none,0.0,6,NAmes,0,3,3,BrkFace,BrkFace,0,0,0,Slab,2,7,400,2,3,1,3,Detchd,1987,1040,0,1040,0,0,None,2,Duplex,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,N,Norm,Norm,FuseA,0,4,3,2,0,None,CompShg,Gable,Normal,WD,0,Pave,6,0.0,AllPub,0,1950,1950,2009
1092,train,160000.0,GasA,4,2Story,1.0,2,Lvl,Gtl,2160.0,Inside,24.0,Reg,0.0,160,FV,212,BrkFace,none,0.0,3,Somerst,0,3,4,MetalSd,MetalSd,0,0,0,PConc,2,7,462,2,3,1,3,Detchd,1999,1252,1,624,628,0,Pave,2,Twnhs,3,1,510.0,0.0,4,1,1.0,0.0,4,90.0,Y,Norm,Norm,SBrkr,48,5,7,2,0,None,CompShg,Gable,Normal,WD,0,Pave,4,600.0,AllPub,0,1999,2000,2008
1093,train,136500.0,GasA,1,1.5Fin,1.0,1,Bnk,Gtl,8400.0,Inside,60.0,Reg,0.0,50,RL,0,None,none,0.0,6,SWISU,128,3,3,MetalSd,MetalSd,0,4,1,PConc,2,7,576,2,3,1,3,Detchd,1925,1694,0,1390,304,0,None,4,1Fam,3,1,423.0,0.0,3,1,0.0,0.0,3,758.0,Y,Norm,Norm,SBrkr,0,5,6,2,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1181.0,AllPub,342,1925,1950,2008
1094,train,146000.0,GasA,3,1Story,1.0,2,Lvl,Gtl,9230.0,Corner,71.0,Reg,0.0,20,RL,166,BrkFace,none,0.0,10,NAmes,0,3,3,MetalSd,MetalSd,3,0,0,CBlock,1,7,884,2,3,1,3,Detchd,1977,1200,1,1200,0,0,None,1,1Fam,3,2,661.0,0.0,6,1,1.0,0.0,3,203.0,Y,Feedr,Norm,SBrkr,64,8,5,2,0,None,CompShg,Hip,Normal,WD,0,Pave,6,864.0,AllPub,0,1965,1998,2006
1095,train,129000.0,GasA,4,1Story,1.0,1,Lvl,Gtl,5868.0,Inside,74.0,Reg,0.0,20,RL,0,None,none,0.0,5,NAmes,80,3,3,MetalSd,MetalSd,0,0,0,CBlock,1,7,308,1,3,3,3,Attchd,1956,936,0,936,0,0,None,2,1Fam,3,1,248.0,240.0,4,3,1.0,0.0,3,448.0,Y,Norm,Norm,SBrkr,0,7,5,2,0,None,CompShg,Gable,Normal,WD,160,Pave,4,936.0,AllPub,0,1956,2000,2010
1096,train,176432.0,GasA,3,1Story,1.0,2,Lvl,Gtl,9317.0,Inside,78.0,IR1,0.0,20,RL,0,None,none,0.0,3,CollgCr,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,7,440,2,3,2,3,Attchd,2006,1314,0,1314,0,0,None,3,1Fam,3,1,24.0,0.0,6,1,0.0,0.0,4,1290.0,Y,Norm,Norm,SBrkr,22,5,6,2,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1314.0,AllPub,0,2006,2006,2007
1097,train,127000.0,GasA,2,2Story,1.0,2,Lvl,Gtl,6882.0,Inside,60.0,Reg,0.0,70,RM,0,None,none,0.0,3,IDOTRR,115,3,3,Wd Sdng,Wd Sdng,0,0,0,PConc,1,7,0,0,0,0,0,NoGarage,1894,1355,1,773,582,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,684.0,Y,Norm,Norm,SBrkr,0,7,6,2,0,None,CompShg,Gable,Normal,WD,0,Pave,7,684.0,AllPub,136,1914,2006,2007
1098,train,170000.0,GasA,4,1Story,1.0,2,Lvl,Gtl,3696.0,Inside,60.0,Reg,0.0,120,RL,0,None,none,0.0,10,StoneBr,137,3,4,HdBoard,HdBoard,0,0,0,CBlock,1,7,461,2,3,2,3,Attchd,1987,1088,1,1088,0,0,None,2,TwnhsE,3,1,0.0,0.0,1,1,0.0,0.0,4,1074.0,Y,Norm,Norm,SBrkr,74,5,8,2,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1074.0,AllPub,0,1986,1986,2007
1099,train,128000.0,GasA,2,1.5Fin,1.0,1,Lvl,Gtl,6000.0,Inside,50.0,Reg,0.0,50,RM,0,None,none,0.0,7,BrkSide,0,3,3,MetalSd,MetalSd,0,0,0,BrkTil,1,7,240,1,3,1,3,Detchd,1936,1324,0,757,567,0,None,3,1Fam,3,1,672.0,0.0,4,1,0.0,0.0,3,0.0,Y,Norm,Norm,SBrkr,0,6,4,2,0,None,CompShg,Gable,Normal,WD,0,Pave,6,672.0,AllPub,0,1936,1950,2009
1100,train,157000.0,GasA,2,1Story,1.0,1,Lvl,Gtl,11880.0,Inside,82.0,IR1,0.0,20,RL,206,BrkFace,none,0.0,4,NWAmes,0,3,3,Plywood,Plywood,0,3,1,CBlock,2,7,478,2,3,2,3,Attchd,1978,1601,0,1601,0,0,None,3,1Fam,3,1,704.0,0.0,5,1,0.0,0.0,4,567.0,Y,RRAn,Norm,SBrkr,0,5,7,2,0,None,CompShg,Gable,Abnorml,COD,0,Pave,7,1271.0,AllPub,0,1978,1978,2009
1101,train,60000.0,GasA,2,1Story,1.0,0,Bnk,Gtl,8400.0,Inside,60.0,Reg,0.0,30,RL,0,None,none,0.0,1,SWISU,0,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,1,7,246,1,3,1,3,Detchd,1930,438,0,438,0,0,None,1,1Fam,2,1,290.0,0.0,3,1,0.0,0.0,3,0.0,N,Norm,Norm,FuseF,0,5,2,0,0,None,CompShg,Gable,Normal,WD,0,Pave,3,290.0,AllPub,0,1920,1950,2009
1102,train,119500.0,GasA,2,1Story,1.0,1,Lvl,Gtl,9758.0,Inside,61.0,IR1,0.0,20,RL,0,None,none,0.0,7,NAmes,0,3,3,HdBoard,MetalSd,0,0,0,CBlock,1,7,280,1,3,1,3,Detchd,1981,950,0,950,0,0,None,3,1Fam,3,1,412.0,287.0,4,2,0.0,0.0,3,251.0,Y,Norm,Norm,SBrkr,0,5,5,2,0,None,CompShg,Gable,Normal,WD,0,Pave,5,950.0,AllPub,0,1971,1971,2007
1103,train,135000.0,GasA,4,1Story,1.0,1,Lvl,Gtl,7000.0,Inside,70.0,Reg,0.0,20,RL,45,BrkFace,none,0.0,4,NAmes,0,3,3,Wd Sdng,Wd Sdng,1,0,0,CBlock,1,7,254,1,3,2,3,Attchd,1960,1134,0,1134,0,0,None,2,1Fam,3,1,588.0,0.0,3,1,0.0,0.0,3,422.0,Y,Norm,Norm,SBrkr,16,7,5,2,0,None,CompShg,Gable,Family,WD,0,Pave,6,1010.0,AllPub,0,1960,2002,2007
1104,train,159500.0,GasA,4,1Story,1.0,1,Lvl,Gtl,8910.0,Corner,79.0,Reg,0.0,20,RL,0,None,none,0.0,7,NAmes,192,3,3,BrkFace,BrkFace,0,2,1,CBlock,1,7,539,2,3,3,3,BuiltIn,1954,1194,0,1194,0,0,None,3,1Fam,3,2,655.0,0.0,5,1,0.0,1.0,3,0.0,Y,Norm,Norm,SBrkr,0,6,6,2,0,None,CompShg,Hip,Normal,WD,0,Pave,6,655.0,AllPub,0,1959,1959,2006
1105,train,106000.0,GasA,2,2Story,1.0,1,Lvl,Gtl,2016.0,Inside,24.0,Reg,0.0,160,RM,304,BrkFace,none,0.0,4,BrDale,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,2,7,440,2,3,1,3,Detchd,1970,1302,1,630,672,0,None,3,TwnhsE,3,1,0.0,0.0,1,1,0.0,0.0,3,630.0,Y,Norm,Norm,SBrkr,0,5,5,2,0,None,CompShg,Gable,Normal,WD,0,Pave,6,630.0,AllPub,0,1970,1970,2007
1106,train,325000.0,GasA,4,2Story,1.0,2,Lvl,Gtl,12256.0,Corner,98.0,IR1,0.0,60,RL,362,BrkFace,none,0.0,4,NoRidge,0,3,4,HdBoard,HdBoard,0,3,2,PConc,2,7,712,2,3,2,3,Attchd,1994,2622,1,1500,1122,0,None,3,1Fam,3,3,1032.0,0.0,6,1,1.0,0.0,5,431.0,Y,Norm,Norm,SBrkr,32,5,8,2,0,None,CompShg,Gable,Normal,WD,0,Pave,9,1463.0,AllPub,186,1994,1995,2010
1107,train,179900.0,GasA,3,1Story,1.0,2,Lvl,Gtl,10357.0,Corner,114.0,IR1,0.0,20,RL,0,None,none,0.0,5,SawyerW,0,3,4,HdBoard,HdBoard,0,3,1,PConc,2,7,719,2,3,3,3,Attchd,1990,1442,0,1442,0,0,None,3,1Fam,3,2,738.0,0.0,6,1,1.0,0.0,4,172.0,Y,Feedr,Norm,SBrkr,244,5,7,2,0,None,CompShg,Hip,Normal,WD,0,Pave,6,910.0,AllPub,0,1990,1991,2007
1108,train,274725.0,GasA,4,2Story,1.0,2,HLS,Gtl,23257.0,CulDSac,168.0,IR3,0.0,60,RL,0,None,none,0.0,9,Gilbert,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,7,422,2,3,2,3,BuiltIn,2006,2021,1,887,1134,0,None,3,1Fam,4,1,0.0,0.0,1,1,0.0,0.0,5,868.0,Y,Norm,Norm,SBrkr,100,5,7,2,0,None,CompShg,Gable,Partial,New,0,Pave,9,868.0,AllPub,0,2006,2006,2006
1109,train,181000.0,GasA,4,2Story,1.0,1,Lvl,Gtl,8063.0,Inside,64.0,Reg,0.0,60,RL,0,None,none,0.0,11,Gilbert,0,3,3,VinylSd,VinylSd,0,3,1,PConc,2,7,463,2,3,2,3,Attchd,2000,1690,1,948,742,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,924.0,Y,Norm,Norm,SBrkr,48,5,6,2,0,None,CompShg,Gable,Abnorml,WD,0,Pave,7,924.0,AllPub,100,2000,2000,2007
1110,train,280000.0,GasA,4,1Story,1.0,2,Lvl,Gtl,11362.0,Inside,107.0,IR1,0.0,20,RL,42,Stone,none,0.0,3,NridgHt,0,3,4,MetalSd,MetalSd,0,4,1,PConc,2,7,862,3,3,3,3,Attchd,2004,1836,0,1836,0,0,None,3,1Fam,3,2,1039.0,0.0,6,1,1.0,0.0,5,797.0,Y,Norm,Norm,SBrkr,185,5,8,2,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1836.0,AllPub,125,2004,2005,2009
1111,train,188000.0,GasA,3,2Story,1.0,1,Lvl,Gtl,8000.0,Inside,64.0,Reg,0.0,60,RL,0,None,none,0.0,6,Gilbert,0,3,3,HdBoard,HdBoard,0,3,1,PConc,2,7,431,2,3,3,3,Attchd,1995,1658,1,773,885,0,None,3,1Fam,3,1,219.0,0.0,6,1,1.0,0.0,4,554.0,Y,Norm,Norm,SBrkr,84,5,6,2,0,None,CompShg,Gable,Normal,WD,0,Pave,8,773.0,AllPub,224,1995,1996,2008
1112,train,205000.0,GasA,2,2Story,1.0,1,Lvl,Gtl,10480.0,Inside,80.0,Reg,0.0,60,RL,660,BrkFace,none,0.0,9,NWAmes,0,3,3,Plywood,Plywood,0,4,1,CBlock,2,7,483,2,3,2,3,Attchd,1976,1964,1,1098,866,0,None,4,1Fam,3,1,403.0,0.0,5,1,0.0,0.0,3,400.0,Y,Norm,Norm,SBrkr,69,6,7,2,0,None,CompShg,Hip,Normal,WD,0,Pave,8,803.0,AllPub,0,1976,1976,2008
1113,train,129900.0,GasA,2,1Story,1.0,1,Lvl,Gtl,7100.0,Corner,73.0,IR1,0.0,20,RL,0,None,none,0.0,7,NAmes,0,3,3,WdShing,Wd Shng,0,0,0,CBlock,1,7,308,1,3,1,3,Detchd,1957,816,0,816,0,0,None,2,1Fam,3,1,708.0,0.0,6,1,1.0,0.0,3,108.0,Y,Norm,Norm,FuseA,0,7,5,2,0,None,CompShg,Gable,Normal,WD,0,Pave,5,816.0,AllPub,0,1957,1957,2006
1114,train,134500.0,GasA,3,1Story,1.0,2,Lvl,Gtl,8923.0,Inside,66.0,Reg,0.0,20,RL,0,None,none,0.0,5,NAmes,0,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,1,7,240,1,3,1,3,Attchd,1953,1008,0,1008,0,0,None,2,1Fam,3,1,643.0,0.0,4,1,1.0,0.0,3,365.0,Y,Norm,Norm,SBrkr,18,7,5,2,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1008.0,AllPub,0,1953,2006,2007
1115,train,117000.0,GasA,4,1Story,1.0,2,Lvl,Gtl,5400.0,Inside,90.0,Reg,0.0,20,RL,0,None,none,0.0,8,OldTown,0,4,3,MetalSd,MetalSd,3,0,0,CBlock,1,7,326,1,3,1,3,Detchd,1955,833,0,833,0,0,None,2,1Fam,3,1,415.0,0.0,3,1,0.0,0.0,3,418.0,Y,Norm,Norm,SBrkr,0,7,5,2,0,None,CompShg,Gable,Normal,WD,0,Pave,4,833.0,AllPub,0,1954,2000,2006
1116,train,318000.0,GasA,4,1Story,1.0,3,Lvl,Gtl,12085.0,Inside,93.0,Reg,0.0,20,RL,328,Stone,none,0.0,11,NridgHt,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,7,928,3,3,2,3,Attchd,2007,1734,0,1734,0,0,None,3,1Fam,3,1,1004.0,0.0,6,1,1.0,0.0,5,730.0,Y,Norm,Norm,SBrkr,0,5,8,2,0,None,CompShg,Hip,Partial,New,0,Pave,7,1734.0,AllPub,0,2007,2007,2007
1117,train,184100.0,GasA,4,SLvl,1.0,2,Lvl,Gtl,7750.0,Inside,64.0,Reg,0.0,80,RL,0,None,none,0.0,3,Gilbert,0,3,4,VinylSd,VinylSd,0,3,1,PConc,2,7,527,2,3,3,3,BuiltIn,2002,1419,1,779,640,0,None,3,1Fam,3,1,353.0,0.0,6,1,1.0,0.0,4,55.0,Y,Norm,Norm,SBrkr,0,5,8,2,0,None,CompShg,Hip,Normal,WD,0,Pave,7,408.0,AllPub,120,2002,2002,2009
1118,train,130000.0,GasA,4,1Story,1.0,2,Lvl,Gtl,9764.0,FR2,57.0,IR1,0.0,20,RL,0,None,none,0.0,5,Sawyer,0,3,3,VinylSd,VinylSd,0,0,0,CBlock,1,7,450,2,3,2,3,Attchd,1967,894,0,894,0,0,None,3,1Fam,3,1,702.0,0.0,4,1,1.0,0.0,3,192.0,Y,Feedr,Norm,SBrkr,0,7,5,2,0,None,CompShg,Gable,Normal,WD,0,Pave,5,894.0,AllPub,0,1967,2003,2008
1119,train,140000.0,GasA,2,SLvl,1.0,1,Lvl,Gtl,13825.0,Inside,85.0,Reg,0.0,80,RL,0,None,none,0.0,12,Sawyer,0,4,3,MetalSd,MetalSd,0,0,0,CBlock,1,5,300,1,3,2,3,BuiltIn,1958,1601,0,1021,580,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,1.0,3,533.0,Y,Norm,Norm,SBrkr,34,6,5,2,0,None,CompShg,Gable,Normal,WD,0,Pave,6,533.0,AllPub,280,1958,1987,2008
1120,train,133700.0,GasA,2,1Story,1.0,1,Lvl,Gtl,7560.0,Inside,70.0,Reg,0.0,20,RL,0,None,none,0.0,7,NAmes,252,3,3,BrkFace,Wd Sdng,2,0,0,CBlock,1,7,286,1,3,2,3,Attchd,1959,1040,0,1040,0,0,None,3,1Fam,3,1,369.0,0.0,2,1,0.0,0.0,3,671.0,Y,Norm,Norm,FuseA,0,5,5,2,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1040.0,AllPub,140,1959,1959,2006
1121,train,118400.0,GasA,2,1Story,1.0,1,Bnk,Mod,8263.0,Inside,59.0,Reg,0.0,30,RM,0,None,none,0.0,5,IDOTRR,112,3,3,BrkFace,BrkFace,3,4,1,BrkTil,1,7,308,1,3,1,3,Detchd,1920,1012,0,1012,0,0,None,2,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,1012.0,Y,Norm,Norm,FuseA,22,5,6,2,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1012.0,AllPub,0,1920,1950,2007
1122,train,212900.0,GasA,4,1Story,1.0,2,Lvl,Gtl,10084.0,Inside,84.0,Reg,0.0,20,RL,196,BrkFace,none,0.0,7,CollgCr,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,7,782,3,3,2,3,Attchd,2005,1552,0,1552,0,0,None,3,1Fam,3,3,24.0,0.0,6,1,0.0,0.0,4,1528.0,Y,Norm,Norm,SBrkr,20,5,7,2,0,None,CompShg,Gable,Partial,New,0,Pave,7,1552.0,AllPub,144,2005,2006,2006
1123,train,112000.0,GasA,4,1Story,1.0,1,Lvl,Gtl,8926.0,Corner,65.0,IR1,0.0,20,RL,0,None,none,0.0,10,Edwards,0,3,3,AsbShng,AsbShng,3,0,0,CBlock,1,7,288,1,3,1,3,Basment,1956,960,0,960,0,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,672.0,Y,Norm,Norm,FuseA,0,3,4,2,0,None,CompShg,Gable,Abnorml,COD,160,Pave,5,672.0,AllPub,64,1956,1956,2009
1124,train,118000.0,GasA,4,1Story,1.0,1,Lvl,Gtl,9405.0,Inside,50.0,Reg,0.0,20,RL,0,None,none,0.0,6,Edwards,0,5,3,VinylSd,VinylSd,0,0,0,CBlock,1,7,0,0,0,0,0,NoGarage,1894,698,0,698,0,0,None,2,1Fam,3,1,0.0,0.0,1,1,0.0,1.0,3,698.0,Y,Norm,Norm,SBrkr,200,9,5,2,0,None,CompShg,Hip,Normal,WD,0,Pave,4,698.0,AllPub,0,1947,2008,2009
1125,train,163900.0,GasA,3,SLvl,1.0,2,Lvl,Gtl,9125.0,Inside,64.0,IR1,0.0,80,RL,170,BrkFace,none,0.0,7,Gilbert,0,3,3,HdBoard,HdBoard,0,3,1,PConc,2,7,392,2,3,3,3,Attchd,1992,1482,1,812,670,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,384.0,Y,Norm,Norm,SBrkr,25,5,7,2,0,None,CompShg,Gable,Normal,WD,0,Pave,7,384.0,AllPub,100,1992,1992,2007
1126,train,115000.0,GasA,2,1Story,1.0,0,Lvl,Gtl,10434.0,Inside,60.0,Reg,0.0,20,RL,0,None,none,0.0,11,NAmes,0,3,3,Plywood,Plywood,0,3,1,CBlock,1,7,672,2,2,1,2,Detchd,1977,1005,0,1005,0,0,None,2,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,1005.0,Y,Norm,Norm,SBrkr,0,5,4,2,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1005.0,AllPub,0,1955,1955,2009
1127,train,174000.0,GasA,4,1Story,1.0,2,Lvl,Gtl,3684.0,Inside,53.0,Reg,0.0,120,RL,130,BrkFace,none,0.0,6,Blmngtn,0,3,4,VinylSd,VinylSd,0,3,1,PConc,2,7,660,3,3,3,3,Attchd,2007,1555,0,1555,0,0,None,2,TwnhsE,3,1,0.0,0.0,1,1,0.0,0.0,4,1373.0,Y,Norm,Norm,SBrkr,20,5,7,2,0,None,CompShg,Hip,Normal,WD,0,Pave,7,1373.0,AllPub,143,2007,2007,2009
1128,train,259000.0,GasA,4,1Story,1.0,2,Lvl,Gtl,14572.0,Corner,182.0,IR3,0.0,20,RL,0,None,none,0.0,11,Gilbert,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,7,630,3,3,3,3,Attchd,2004,1530,0,1530,0,0,None,3,1Fam,3,3,1300.0,0.0,6,1,1.0,0.0,4,230.0,Y,Norm,Norm,SBrkr,36,5,7,2,0,None,CompShg,Hip,Family,WD,0,Pave,7,1530.0,AllPub,144,2004,2004,2007
1129,train,215000.0,GasA,4,2Story,1.0,2,Lvl,Gtl,11796.0,Inside,59.0,IR1,0.0,60,RL,0,None,none,0.0,7,Gilbert,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,7,434,2,3,3,3,BuiltIn,2004,1959,1,847,1112,0,None,4,1Fam,3,3,0.0,0.0,1,1,0.0,0.0,4,847.0,Y,Norm,Norm,SBrkr,48,5,7,2,0,None,CompShg,Gable,Normal,WD,0,Pave,8,847.0,AllPub,100,2004,2005,2007
1130,train,140000.0,GasA,2,SFoyer,1.0,1,Lvl,Gtl,7200.0,Inside,60.0,Reg,0.0,90,RM,180,BrkFace,none,0.0,8,OldTown,0,3,3,MetalSd,MetalSd,0,0,0,CBlock,1,7,672,2,3,1,3,Detchd,1980,936,0,936,0,0,Grvl,2,Duplex,3,4,936.0,0.0,6,1,1.0,0.0,4,0.0,Y,Norm,Norm,SBrkr,0,5,5,2,0,None,CompShg,Gable,Normal,WD,0,Pave,4,936.0,AllPub,49,1980,1980,2007
1131,train,135000.0,GasA,2,1.5Fin,1.0,2,Lvl,Gtl,7804.0,Inside,65.0,Reg,0.0,50,RL,0,None,none,0.0,12,SWISU,0,3,3,WdShing,Plywood,3,3,2,BrkTil,2,5,576,2,3,1,3,Detchd,1981,1981,0,1328,653,0,None,4,1Fam,3,1,622.0,0.0,4,1,1.0,0.0,3,500.0,Y,Norm,Norm,SBrkr,44,3,4,2,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1122.0,AllPub,431,1928,1950,2009
1132,train,93500.0,GasA,2,1Story,1.0,1,Lvl,Gtl,10712.0,Inside,63.0,Reg,0.0,20,RL,0,None,none,0.0,9,Mitchel,0,3,3,HdBoard,HdBoard,3,0,0,PConc,1,7,0,0,0,0,0,NoGarage,1894,974,0,974,0,0,None,3,1Fam,3,2,212.0,0.0,4,1,0.0,0.0,4,762.0,Y,Norm,Norm,SBrkr,28,5,5,2,0,None,CompShg,Gable,Abnorml,Oth,0,Pave,5,974.0,AllPub,0,1991,1992,2007
1133,train,117500.0,GasW,2,2Story,1.0,0,Lvl,Gtl,9900.0,Inside,90.0,Reg,0.0,70,RM,0,None,none,0.0,5,OldTown,0,3,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,2,7,205,1,3,1,2,Detchd,1930,2210,0,1178,1032,0,None,5,1Fam,3,2,0.0,0.0,1,1,0.0,0.0,3,1008.0,Y,Norm,Norm,SBrkr,48,4,6,0,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1008.0,AllPub,0,1880,1950,2007
1134,train,239500.0,GasA,4,2Story,1.0,2,Lvl,Gtl,9828.0,Inside,80.0,IR1,0.0,60,RL,0,None,none,0.0,6,SawyerW,0,3,4,VinylSd,VinylSd,0,3,1,PConc,2,7,466,2,3,2,3,Attchd,1995,2020,1,1142,878,0,None,3,1Fam,3,1,584.0,0.0,6,1,0.0,0.0,4,544.0,Y,Norm,Norm,SBrkr,155,5,8,2,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1128.0,AllPub,0,1995,1995,2009
1135,train,169000.0,GasA,3,2Story,1.0,1,HLS,Gtl,8773.0,Inside,57.0,IR1,0.0,60,RL,0,None,none,0.0,8,Gilbert,0,3,3,VinylSd,VinylSd,0,3,1,PConc,2,7,460,2,3,3,3,Attchd,1997,1600,1,916,684,0,None,3,1Fam,3,3,0.0,0.0,1,1,0.0,0.0,4,916.0,Y,Norm,Norm,SBrkr,38,5,6,2,0,None,CompShg,Gable,Normal,WD,0,Pave,7,916.0,AllPub,100,1997,1997,2007
1136,train,102000.0,GasA,2,1Story,1.0,1,Lvl,Gtl,6180.0,Corner,60.0,Reg,0.0,30,RM,0,None,none,0.0,5,BrkSide,0,3,3,Wd Sdng,Wd Sdng,0,4,1,BrkTil,1,7,180,1,3,1,3,Detchd,1926,986,0,986,0,0,None,2,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,960.0,N,Norm,Norm,SBrkr,128,5,6,2,0,None,CompShg,Gable,Normal,WD,0,Pave,5,960.0,AllPub,0,1926,1950,2007
1137,train,119000.0,GasA,2,1.5Fin,1.0,1,Lvl,Gtl,9600.0,Inside,80.0,Reg,0.0,50,RL,0,None,none,0.0,4,NAmes,96,3,3,VinylSd,VinylSd,0,0,0,CBlock,1,7,288,1,3,1,3,Attchd,1950,1252,0,1032,220,0,None,3,1Fam,3,1,280.0,0.0,4,1,0.0,0.0,3,752.0,Y,Norm,Norm,FuseA,0,5,6,2,0,None,CompShg,Gable,Abnorml,WD,0,Pave,6,1032.0,AllPub,0,1950,1950,2008
1138,train,94000.0,GasA,3,1.5Fin,1.0,1,Lvl,Gtl,6342.0,Inside,54.0,Reg,0.0,50,RL,0,None,none,0.0,5,Sawyer,176,4,3,VinylSd,VinylSd,0,0,0,CBlock,1,7,0,0,0,0,0,NoGarage,1894,1020,0,780,240,0,None,2,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,780.0,N,Feedr,Norm,SBrkr,0,8,5,0,0,None,CompShg,Gable,Normal,WD,0,Pave,6,780.0,AllPub,0,1875,1996,2010
1139,train,196000.0,GasA,2,1Story,1.0,2,Lvl,Mod,9819.0,Inside,74.0,IR1,0.0,20,RL,0,None,none,0.0,5,Mitchel,0,3,3,Plywood,ImStucc,0,3,2,PConc,2,7,714,2,3,2,3,Attchd,1977,1567,0,1567,0,0,None,2,1Fam,3,4,1567.0,0.0,5,1,1.0,0.0,3,0.0,Y,Norm,Norm,SBrkr,32,5,6,2,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1567.0,AllPub,264,1977,1977,2009
1140,train,144000.0,GasA,2,1Story,1.0,1,Lvl,Gtl,8731.0,Inside,98.0,IR1,0.0,30,RL,0,None,none,0.0,5,BrkSide,216,2,3,Stucco,Stucco,0,4,1,BrkTil,1,3,495,2,3,1,3,Detchd,1972,1167,0,1167,0,0,None,3,1Fam,3,1,645.0,0.0,4,1,0.0,0.0,3,270.0,Y,Norm,Norm,SBrkr,0,5,5,2,0,None,CompShg,Gable,Normal,WD,126,Pave,6,915.0,AllPub,0,1920,1950,2007
1141,train,139000.0,GasA,2,1Story,1.0,1,Lvl,Gtl,7350.0,Corner,60.0,Reg,0.0,20,RL,0,None,none,0.0,6,NAmes,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,1,7,840,2,3,1,3,Detchd,1988,952,0,952,0,0,None,2,1Fam,3,2,852.0,0.0,5,1,1.0,0.0,3,100.0,Y,Norm,Norm,SBrkr,0,7,5,2,0,None,CompShg,Gable,Abnorml,COD,0,Pave,4,952.0,AllPub,0,1951,1951,2008
